9,研发费用,44571616.52,31259968.57,14654084.43,64136952.37,40219444.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,-6155831.39,1467413462.14,28184233.85,16525573.52,-1580335.40,441092338.03,29009795.94,27138863.09,-6270954.04,34869898.26,43496909.29,27884938.29,17315087.19,11470384.89,13866124.32,6932890.95,4660365.86,27030579.11,8965897.35,7437799.69,4652687.85,17682263.66,4349201.70,3926848.03,3634179.28,3157476.55,5452026.18,4340207.19,2872154.08,18909235.84,12719117.05,12858081.41,13832810.38,46510028.32,20813205.88,11781701.59,8646598.30,9264461.00,7491109.39,1215499.78,-336723.71,548168.29,3419590.47,3634255.36,5011460.69,231294391.43,8081203.61,4083953.77,1405557.43,6695860.20,5126440.87,1536848.29,2629132.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1006893.89,1110936.29,-196912.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,公允价值变动收益,0,0,0,9044787.00,0,0,0,-79478636.57,49938600.65,43808600.65,30391275.17,260799578.58,200530603.55,200530603.55,0,0,0,0,0,0,0,0,0,249115.48,249115.48,249115.48,49661.67,562763.17,530979.70,565742.87,520054.13,-769355.73,-178477.08,-105477.08,-8939.10,9932.33,-72544.75,-184544.75,-26000.00,18072878.62,16593112.21,9380609.33,7339615.53,-23388302.06,-21940206.36,-12871026.64,-7310596.79,5402193.69,-143492.55,-1801304.89,4197171.60,1111609.23,3974635.82,3787558.47,-33659.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,576158.47,366004.44,196229.18,672763.13,584610.46,483456.62,206799.72,1128022.01,645607.71,525640.56,0,-971092.55,-791431.66,-436250.17,-156837.85,2002600.21,1628082.73,96071.33,0,0,97137488.13,67400540.91,35114859.61,182767759.69,111414822.92,70967135.98,25659167.22,110462886.87,81450606.32,51630010.80,16559753.58,129899347.88,83085889.53,58014809.09,20123764.62,235068605.81,79773911.28,55571985.21,29575733.43,97925007.75,43947790.36,21605491.80,6461054.31,89525753.06,82078262.42,71922615.23,45662218.47,110370071.56,88853276.53,66188429.19,26455248.64,68055295.03,57203092.32,36779467.63,15240928.92,45493243.52,31978945.56,20086145.28,11165857.62,121795580.42,61171988.72,42376443.73,17955523.46,84950080.63,68646874.33,50653929.58,17509650.02,44599475.16,32779529.60,19145387.70,3990081.90,132265265.57,75335799.68,93222102.93,49199489.53,22519039.49,11001074.74,28106520.75,16245567.64,20323419.97,20682065.91,26025898.48,16975305.99,24138242.81,7546000.00,15147000.00,4024598.00,15054406.99,4720141.11,2581468.87,0,0,0,0,0,0.0
13,其中:对联营企业和合营企业的投资收益,0,0,0,0,0,0,0,0,0,0,0,-1121241.59,-880608.08,-436250.17,0,-1281641.27,-1656158.75,-1261097.95,0,0,97698853.43,66839970.99,34554289.69,158728391.71,87228661.94,54444675.80,25833074.44,95346097.66,68358442.37,43740223.31,11020943.53,94199378.31,54617804.68,35936921.99,20123764.62,75081698.20,61717186.26,46993871.39,22900610.98,59414993.41,39691956.52,23069097.46,4705666.79,35176409.73,35111136.35,29346390.51,27439169.00,51409520.00,47054057.05,34883445.95,0,46536273.12,38945563.59,28379227.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,-50508465.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,-112809798.90,-77486036.17,-41299726.76,-1692928712.20,-113502118.40,-88002090.29,-49635859.83,-799364016.66,-86583722.68,-34757743.13,-6020006.40,368303496.43,366635072.40,276176048.18,70318749.97,317089373.91,166717888.43,106858168.82,20559182.78,219845977.91,51367557.54,35888664.19,22586310.94,108828322.93,76115374.09,38000940.55,18377402.84,113072184.01,78223754.93,48479297.47,19659122.65,109437895.33,75915287.37,53888993.81,15420549.65,123180254.18,29139285.01,22964484.61,13054474.99,41293343.83,6000536.56,4145479.64,-1363095.85,44525568.27,28939714.68,31887352.04,20970778.69,-211667220.32,27169595.02,21148796.96,13577448.09,14769503.04,34441661.36,27623563.78,11598959.66,50574548.33,26562904.13,19783058.56,10620378.96,34623819.29,21069970.37,17128836.00,7899450.01,17720745.70,19937817.13,17609574.64,8476931.68,13246813.53,9891871.07,4728020.85,648992.94,87930179.81,35685670.74,107535753.69,60220283.79,109755361.29,58509466.79,103657191.27,44892503.13,42775452.39,30344972.38,49573412.69,21768160.25,49668549.43,10534200.00,41345000.00,15237099.97,33540004.40,13617943.50,13308289.98,3141637.18,3689951.79,1533469.20,2050620.98,1020263.65,0.0
16,加:营业外收入,3584220.86,1496596.06,502616.19,25681963.87,37330205.91,9656698.23,2898764.48,39946903.65,6242841.75,1915065.81,1128270.94,14440300.56,10712601.15,2939673.45,2199908.34,10603146.00,28281543.68,27576885.42,112993.65,4099579.46,2525191.10,2093260.45,171500.26,22983628.20,20062998.36,19741881.52,12854355.00,9146559.35,1608844.45,946984.26,1704324.88,4309360.34,1256315.22,1044299.18,16315.71,14948967.94,14161992.86,832984.42,455963.81,10068938.55,6737663.85,6657920.85,4986629.75,14439072.12,1434836.40,1250810.43,896586.90,7226686.11,1718207.39,1559659.77,542565.79,8149233.69,649432.88,407985.56,988629.69,4728051.96,3875959.81,3755321.82,1488080.60,8720782.00,2568048.86,1201951.29,169031.17,1843830.40,318863.53,163156.03,31403.51,7024058.99,6948979.91,5874729.33,55989.00,1527240.95,1117296.10,1269495.29,13882.64,221471.10,9026.15,1137573.35,246997.51,35850126.08,0,1561447.57,0,1156055.44,0,0,0,202297.61,122.64,1125.09,0,0,0,0,0,0.0
17,减：营业外支出,163471898.56,108515922.76,51655444.64,287976597.97,9908972.94,3065979.24,634337.47,1936347.47,1523702.27,1208533.76,276883.14,3029424.90,1491936.66,721359.84,50785.51,1077874.49,140578.18,138318.00,1915.18,406039.11,592891.35,463955.21,290331.48,3710840.45,3434116.94,3424681.75,950147.86,483750.47,380224.32,246988.97,348810.02,-527430.51,1003978.96,733868.86,118925.42,26787919.72,5201215.72,935784.74,711883.89,30249328.86,443869.84,173513.60,19457.15,44203143.69,1230040.85,1078571.49,198993.30,2527833.74,802359.41,612488.66,98933.67,968730.58,700081.97,567518.62,291885.47,705650.06,462342.66,280522.31,76703.57,2328328.05,1837440.92,1271865.74,1174628.10,1383759.95,945638.38,868205.48,124518.58,854963.06,685842.79,519109.43,158794.89,515129.58,386048.84,504417.48,362680.98,3998491.55,2284022.02,1628886.86,846748.25,879986.28,0,2977207.13,0,5407093.32,0,0,2834042.00,5166353.06,1999604.93,2782887.03,1022759.14,2180534.41,1009721.52,1630150.28,827164.65,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,586740.76,407809.83,0,794229.44,657384.87,408657.52,37743.85,46725.83,39583.21,38790.35,1204.96,178744.60,114622.80,106200.67,14379.67,6790538.20,6542367.15,6576135.47,0,280472.32,222029.35,183451.33,0,24071.55,4631.37,2293.31,0,12999268.70,5091578.43,846883.69,0,308889.92,0,155036.98,0,615196.18,575000.00,744000.47,0,2092003.04,546604.60,391611.78,0,464965.18,315036.88,192483.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
19,四、利润总额,-272697476.60,-184505362.87,-92452555.21,-1955223346.30,-86080885.43,-81411371.30,-47371432.82,-761353460.48,-81864583.20,-34051211.08,-5168618.60,379714372.09,375855736.89,278394361.79,72467872.80,326614645.42,194858853.93,134296736.24,20670261.25,223539518.26,53299857.29,37517969.43,22467479.72,128101110.68,92744255.51,54318140.32,30281609.98,121734992.89,79452375.06,49179292.76,21014637.51,114274686.18,76167623.63,54199424.13,15317939.94,111341302.40,38100062.15,22861684.29,12798554.91,21112953.52,12294330.57,10629886.89,3604076.75,14761496.70,29144510.23,32059590.98,21668372.29,-206968367.95,28085443.00,22095968.07,14021080.21,21950006.15,34391012.27,27464030.72,12295703.88,54596950.23,29976521.28,23257858.07,12031755.99,41016273.24,21800578.31,17058921.55,6893853.08,18180816.15,19311042.28,16904525.19,8383816.61,19415909.46,16155008.19,10083640.75,546187.05,88942291.18,36416918.00,108300831.50,59871485.45,105978340.84,56234470.92,103165877.76,44292752.39,77745592.19,30344972.38,48157653.13,21768160.25,45417511.55,10534200.00,41345000.00,12403057.97,28575948.95,11618461.21,10526528.04,2118878.04,1509417.38,523747.68,420470.70,193099.00,0.0
20,减：所得税费用,17914566.48,11809912.90,6865714.38,25448629.27,21815815.84,14744654.40,10297986.74,-26322633.67,31213610.80,21593443.46,21237409.70,132562094.30,100532407.27,75278502.74,17007170.57,46498874.82,34540576.37,25110982.12,3511570.66,32556203.88,3034753.70,3036271.40,-213886.53,2600999.74,4463782.80,3224229.71,1513228.33,6816882.79,7184423.94,4370803.52,1797401.01,6879727.29,6766188.72,4652153.11,2238353.19,1439256.45,4652324.26,3029378.40,1447032.83,5781546.25,2182435.70,2850587.22,1124407.23,4295578.66,3298375.11,1862502.80,852040.48,3705527.42,3510010.94,1819904.76,1648455.12,2105503.83,2708557.57,1845881.66,1577060.75,8677620.03,3831422.50,3552889.73,1678702.16,6040368.51,3701327.18,2509030.35,1493981.87,6126216.66,3914497.64,2858013.53,1486852.77,3388506.07,1553056.56,1141019.28,563470.40,5384261.31,2023183.80,12007567.22,6111873.37,-899515.92,-1037971.87,7282614.93,3178752.88,14525382.43,5243641.62,7011345.30,3139909.14,6324930.11,1580100.00,5366000.00,1859339.50,0,0,0,699229.75,102755.03,183311.69,0,67584.66,0.0
21,五、净利润,-290612043.08,-196315275.77,-99318269.59,-1980671975.57,-107896701.27,-96156025.70,-57669419.56,-735030826.81,-113078194.00,-55644654.54,-26406028.30,247152277.79,275323329.62,203115859.05,55460702.23,280115770.60,160318277.56,109185754.12,17158690.59,190983314.38,50265103.59,34481698.03,22681366.25,125500110.94,88280472.71,51093910.61,28768381.65,114918110.10,72267951.12,44808489.24,19217236.50,107394958.89,69401434.91,49547271.02,13079586.75,109902045.95,33447737.89,19832305.89,11351522.08,15331407.27,10111894.87,7779299.67,2479669.52,10465918.04,25846135.12,30197088.18,20816331.81,-210673895.37,24575432.06,20276063.31,12372625.09,19844502.32,31682454.70,25618149.06,10718643.13,46167387.15,28067599.49,21085899.03,10533833.67,42300475.47,25173347.28,18842902.35,8762410.55,24471002.41,21678164.08,17238644.80,7552487.25,21812995.55,20697753.39,13935329.77,3274712.15,61747409.70,39584507.80,100086655.00,54768472.49,107763734.52,57272442.79,95883262.83,41113999.51,63220209.76,25101330.76,41146307.83,18628251.11,39092581.44,8954100.00,35979000.00,10543718.47,28575948.95,9877000.00,10526528.04,1419648.29,1764533.85,340435.99,420470.70,125514.34,0.0
22,归属于母公司所有者的净利润,-288184466.85,-194060900.56,-99195559.00,-1980671975.57,-107896701.27,-96156025.70,-57669419.56,-735030826.81,-113078194.00,-55644654.54,-26406028.30,247152277.79,275323329.62,203115859.05,55460702.23,280115770.60,160318277.56,109185754.12,17158690.59,190983314.38,44507711.50,30852175.93,20997383.31,119378228.93,82180088.98,45012532.98,26012111.45,104875640.76,65176365.26,40731336.69,17469652.20,102948525.28,65367703.83,46396140.19,11997546.02,108058290.93,30453175.72,18103582.65,10187841.35,10649344.83,6355541.63,4970811.18,1229366.98,4090329.95,21711901.58,27032515.06,19251792.49,-211757443.58,21552980.69,18119749.10,11543962.55,19837156.68,30582978.60,25065716.36,9374765.93,35171453.11,20561082.87,16880376.67,8745640.52,33045540.87,20417349.44,16135299.74,8009836.29,21597060.46,20242228.17,14911649.86,6456712.71,15329982.54,16627726.95,11295326.57,2555997.01,52380754.79,36308495.93,76666829.15,45548164.61,75046405.32,42705674.24,68986442.42,30485787.59,61425986.91,23657790.14,40826403.36,18907203.90,39268807.19,8954100.00,33430000.00,10543718.47,27326136.23,9877000.00,10526528.04,1419648.29,1764533.85,340435.99,420470.70,125514.34,0.0
23,少数股东损益,-2427576.23,-2254375.21,-122710.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5757392.09,3629522.10,1683982.94,6121882.01,6100383.73,6081377.63,2756270.20,10042469.34,7091585.86,4077152.55,1747584.30,4446433.61,4033731.08,3151130.83,1082040.73,1843755.02,2994562.17,1728723.24,1163680.73,4682062.44,3756353.24,2808488.49,1250302.54,6375588.09,4134233.54,3164573.12,1564539.32,1083548.21,3022451.37,2156314.21,828662.54,7345.64,1099476.10,552432.70,1343877.20,10995934.04,7506516.62,4205522.36,1788193.15,9254934.60,4755997.84,2707602.61,752574.26,2873941.95,1435935.91,2326994.94,1095774.54,6483013.01,4070026.44,2640003.20,718715.14,9366654.91,3276011.87,23419825.85,9220307.88,32717329.20,14566768.55,26896820.41,10628211.92,1794222.85,1443540.62,319904.47,-278952.79,-176225.75,0,2549000.00,0,1249812.72,0,0,0,0,0,0,0,0.0
24,六、每股收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,基本每股收益(元/股),-0.220000,-0.150000,-0.080000,-1.540000,-0.080000,-0.070000,-0.040000,-0.570000,-0.090000,-0.040000,-0.020000,0.190000,0.210000,0.160000,0.040000,0.220000,0.130000,0.090000,0.010000,0.480000,0.060000,0.040900,0.030000,0.158100,0.110000,0.059600,0.034000,0.138900,0.090000,0.050000,0.023000,0.140000,0.087000,0.060000,0.016000,0.140000,0.040000,0.020000,0.013000,0.010000,0.008000,0.010000,0.002000,0.010000,0.030000,0.040000,0.025000,-0.280000,0.029000,0.020000,0.020000,0.030000,0.041000,0.030000,0.012000,0.050000,0,0.027000,0,0.050000,0,0.033000,0,0.045000,0,0.031000,0,0.030000,0,0,0,0.180000,0.087000,0.200000,0,0.200000,0,0.180000,0,0.317000,0,0,0,0,0.067800,0,0,0.404500,0,0,0,0,0,0,0,0.0
26,稀释每股收益(元/股),-0.220000,-0.150000,-0.080000,-1.540000,-0.080000,-0.070000,-0.040000,-0.570000,-0.090000,-0.040000,-0.040000,0.190000,0.210000,0.160000,0.040000,0.220000,0.130000,0.090000,0.010000,0.480000,0.060000,0.040900,0.030000,0.158100,0.110000,0.059600,0.034000,0.138900,0.090000,0.050000,0.023000,0.140000,0.087000,0.060000,0.016000,0.140000,0.040000,0.020000,0.013000,0.010000,0.008000,0.010000,0.002000,0.010000,0.030000,0.040000,0.025000,-0.280000,0.029000,0.020000,0.020000,0.030000,0.041000,0.030000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
27,七、其他综合收益,-3604212.51,-34765060.17,-31857423.68,26861492.25,35487774.94,-9275475.94,-10667748.26,-6612189.29,44799381.59,17132355.49,0,23267125.94,14892992.18,8349142.33,-3398861.23,56197227.43,8646739.05,-9694932.31,-3536056.70,-549818.85,0,0,0,-12455494.86,-9900694.86,-9900694.86,-727707.12,3090566.40,1090753.57,189836.64,727707.12,2854585.64,2854585.65,4592390.55,604025.73,-9323721.33,-8391331.80,-7787306.07,-2676221.94,8005954.70,9911661.18,13822913.92,5898792.39,-23551450.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
28,八、综合收益总额,-294216255.59,-231080335.94,-131052982.68,-1953810483.32,-72408926.33,-105431501.64,-68337167.82,-741643016.10,-68278812.41,-38512299.05,0,270419403.73,290216321.80,211465001.38,52061841.00,336312998.03,168965016.61,99490821.81,13622633.88,190433495.53,50265103.59,34481698.03,22681366.25,113044616.08,78379777.85,41193215.75,28040674.53,118008676.50,73358704.69,44998325.88,19944943.62,110249544.53,72256020.56,54139661.57,13683612.48,100578324.62,25056406.09,12044999.82,8675300.14,23337361.97,20023556.05,21602213.59,8378461.91,-13085532.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
