9,研发费用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,1135.43,-10094.25,-8401.95,-8679.01,-26205.56,5179947.05,3687697.99,32103.86,-363722.82,2066277.82,304487.64,-6541.87,-43022.32,2062478.49,-180654.33,42925.37,118964.86,921214.02,-431097.46,-417883.83,78184.12,3969651.50,-1270024.03,545600.94,-246003.62,16853374.68,410226.11,303998.20,516015.47,821241.03,-10660.07,57655.65,-1269923.56,31291113.13,1337326.98,907785.11,442790.14,65944682.49,-2159104.96,-2269377.11,-304035.07,628673.44,-5121549.55,-2989642.94,-2910669.10,-93437405.11,-119655821.65,-119202200.14,-118528804.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138349.96,0,988742.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13390.69,-29009.31,-75409.31,-90000.00,3639234.48,2898393.86,1053251.64,941686.52,-5596033.18,-5890335.58,-5176743.00,9164.80,1467691.46,1988846.00,-1817646.75,366395.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,0,0,0,0,0,0,0,120802372.04,0,0,0,0,0,0,0,0,0,0,0,13627639.34,13677639.53,-1967065.95,-2261050.18,20731446.42,-1990467.51,-9917890.50,346285.51,52309194.55,-3531449.45,-4332400.78,-2253577.94,290926.86,51414.57,51301.74,51301.74,79339667.67,-5154006.75,529019.20,2142.01,1503652.01,-2363361.20,-580736.87,-37425.13,2437459.31,2613640.27,102488.51,113657.02,6864940.17,6711139.10,3336715.23,708441.37,-25875002.17,-3422470.76,-824887.26,-410293.11,-2705187.96,-497817.57,-327461.64,-201044.50,22705004.05,-540877.30,-820941.95,-303491.61,-736927.55,-346109.07,-1063385.11,-226458.29,2363517.18,2043267.62,328643.38,100007.84,1840688.42,-550894.97,976678.56,2244266.25,3818162.43,416388.51,227389.30,245782.37,210000.00,8070331.63,3035133.63,3263380.38,2939333.33,3570334.33,1162800.00,5391000.00,3163656.78,1676350.63,1040000.00,2132556.90,0,0,0,0,0.0
13,其中:对联营企业和合营企业的投资收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2042155.21,13677639.53,-1967065.95,-2261050.18,-2334508.56,-1990467.51,-9917890.50,0,-5672378.21,0,0,0,0,0,0,0,0,0,0,-40267.20,-179690.48,0,0,-40267.20,-283771.88,0,0,0,-116284.13,-89997.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,1089857.54,999651.31,722335.94,-2603914.44,-2128217.72,-1471795.77,-1142787.24,54680956.74,-25170026.00,-13664114.69,-6195083.80,-30957958.43,-23783028.05,-17232044.93,-8672514.87,-23267362.68,-17942416.76,-12445915.97,-6352038.61,-14234989.68,-6114442.95,-13764814.12,-7694207.13,-5116359.83,-23089285.52,-25847069.41,-6356438.87,6925358.59,-37193645.33,-26295101.96,-11267895.48,-59126303.02,-40527626.89,-30508647.93,-15556302.57,19720206.72,-10961229.51,-20112545.53,-7921224.22,-121988266.26,-62522550.53,-54081006.70,-17325849.98,-71561040.98,-31790454.88,-21655511.07,-13355906.82,33629007.11,82245857.48,92315939.60,103382091.68,-225316397.78,-183809030.29,-145952092.01,-17007046.90,-269656943.11,-28544960.20,4819793.94,4017774.38,-104169605.12,24959562.65,19858034.95,6988590.77,39506753.18,28128037.51,17539269.54,9753577.37,51930056.36,37112967.95,24505415.45,4884493.65,49323138.85,43237718.34,30454798.77,25290437.33,2349343.61,14578921.07,11957383.57,18726472.10,11083711.57,22799457.35,3940204.73,21715326.91,2763420.43,13315272.23,7520200.00,14518000.00,7945792.30,16066321.36,8488140.18,8561985.94,4814410.94,3208144.12,2858812.02,7477322.37,0.0
16,加:营业外收入,0,0,0,0,0,0,0,5992430.21,503376.85,470697.40,0,5550530.43,405647.46,194451.54,194161.46,90442111.80,77720.00,74220.00,3500.00,593107.57,143966.22,7960.22,1736.50,2996825.79,1442611.80,1173709.26,1053251.24,20520478.24,1113819.38,430597.21,235585.61,80426634.05,68360466.89,62303638.41,54151815.35,15371060.92,10829734.18,9086466.68,2139878.97,124938020.50,9993904.63,6559565.37,4212245.17,16323232.16,13261290.10,6689117.40,882437.32,67725346.86,32667739.25,2312489.25,0,24089449.75,27140192.77,27139137.86,8809.38,152439.15,56221.72,32039.32,29000.00,8319655.96,97233.87,91998.86,45595.00,2345188.66,27703.05,44786.88,30062.68,368391.35,16489.81,5509.81,5159.78,640263.18,561181.35,51413.90,4055446.90,736284.32,727501.36,11773.97,9349131.81,-3897.68,669978.02,0,404384.70,0,577178.12,0,0,112372.77,527374.27,124421.56,133423.98,0,229929.07,0,761058.71,0.0
17,减：营业外支出,0,0,0,0,0,0,0,512085.29,1216910.03,1260365.43,50000.00,56912.54,36084.90,14088.80,12088.80,14888028.19,87931.22,16240.52,16240.52,190374.01,55398.89,10195.09,0,722549.99,732735.18,622619.35,308951.26,1876394.63,2016635.52,873309.28,211513.24,265871.94,540418.85,538217.02,11143.90,9520997.68,731911.54,925438.35,3632.61,198295916.02,142309.06,97125.88,5199.07,35591106.63,1327826.41,1110520.97,56418.58,77168960.86,281189.74,225638.15,24478.13,5937046.52,193286.47,160174.35,108452.25,32322182.69,216093.16,72344.10,129616.72,1658031.16,200383.50,106758.10,53677.01,759756.10,392827.06,165631.59,11499.77,1365580.27,112922.17,-102731.99,1075748.84,20132352.48,5551382.19,3324780.19,3946995.40,417665.32,173055.96,55841.21,433750.95,23171.92,549587.23,0,1119017.98,0,1150033.94,0,0,849428.74,2640251.23,1084222.02,1387646.85,808456.57,1329209.60,0,1211993.22,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0,0,0,19996.10,0,0,0,0,0,0,0,37177.52,0,0,0,26981.04,26981.04,0,0,0,0,537186.50,0,147929.54,0,0,0,1195713.85,0,0,0,195672321.62,0,0,0,81156.73,0,0,0,861480.07,228188.71,178531.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
19,四、利润总额,1089857.54,999651.31,722335.94,-2603914.44,-2128217.72,-1471795.77,-1142787.24,60161301.66,-25883559.18,-14453782.72,-6245083.80,-25464340.54,-23413465.49,-17051682.19,-8490442.21,52286720.93,-17952627.98,-12387936.49,-6364779.13,-13832256.12,-6025875.62,-13767048.99,-7692470.63,-2842084.03,-22379408.90,-25295979.50,-5612138.89,25569442.20,-38096461.47,-26737814.03,-11243823.11,21034459.09,27292421.15,31256773.46,38584368.88,25570269.96,-863406.87,-11951517.20,-5784977.86,-195346161.78,-52670954.96,-47618567.21,-13118803.88,-90828915.45,-19856991.19,-16076914.64,-12529888.08,24185393.11,114632406.99,94402790.70,103357613.55,-207163994.55,-156862123.99,-118973128.50,-17106689.77,-301826686.65,-28704831.64,4779489.16,3917157.66,-97507980.32,24856413.02,19843275.71,6980508.76,41092185.74,27762913.50,17418424.83,9772140.28,50932867.44,37016535.59,24613657.25,3813904.59,29831049.55,38247517.50,27181432.48,25398888.83,2667962.61,15133366.47,11913316.33,27641852.96,11056641.97,22919848.14,3940204.73,21000693.63,2763420.43,12742416.41,7520200.00,14518000.00,7208736.33,13953444.40,7528339.72,7307763.07,4005954.37,2108863.59,2858812.02,7026387.86,0.0
20,减：所得税费用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17310672.43,0,0,0,1646602.56,0,0,0,-126847.56,525271.90,-256257.45,341085.61,2539994.47,472005.36,74452.53,-61162.02,3099473.56,1063679.89,594950.91,38208.69,1469383.23,1576544.80,1188788.27,200452.68,14785120.02,1436620.82,-34252.06,-3437.81,1343806.94,618841.32,584151.70,180309.16,-370099.63,313330.52,242630.06,123601.17,2132473.63,295457.54,169801.47,237898.37,1056561.31,1001346.08,1356464.82,445177.44,5732773.62,3074779.26,2934289.52,195767.71,3613000.55,1928550.77,1236564.14,953962.25,7929602.23,8866028.09,4830917.19,1928814.67,-903788.61,-3049342.47,-3115829.75,4403371.42,635596.76,2085842.11,1791096.34,4185934.97,1400670.93,2564872.40,243080.93,2882209.40,120771.60,310430.08,28400.00,445000.00,657560.76,2207102.36,979200.00,720598.73,1321964.94,2427534.31,0,3839772.60,0.0
21,五、净利润,1089857.54,999651.31,722335.94,-2603914.44,-2128217.72,-1471795.77,-1142787.24,60161301.66,-25883559.18,-14453782.72,-6245083.80,-25464340.54,-23413465.49,-17051682.19,-8490442.21,34976048.50,-17952627.98,-12387936.49,-6364779.13,-15478858.68,-6025875.62,-13767048.99,-7692470.63,-2715236.47,-22904680.80,-25039722.05,-5953224.50,23029447.73,-38568466.83,-26812266.56,-11182661.09,17934985.53,26228741.26,30661822.55,38546160.19,24100886.73,-2439951.67,-13140305.47,-5985430.54,-210131281.80,-54107575.78,-47584315.15,-13115366.07,-92172722.39,-20475832.51,-16661066.34,-12710197.24,24555492.74,114319076.47,94160160.64,103234012.38,-144584035.62,-157816901.26,-118255093.98,-16880568.84,-279598369.06,-29706177.72,3423024.34,3471980.22,-58324695.99,21781633.76,16908986.19,6784741.05,37479185.19,25834362.73,16181860.69,8818178.03,43003265.21,28150507.50,19782740.06,1885089.92,30734838.16,41296859.97,30297262.23,20995517.41,2032365.85,13047524.36,10122219.99,23455917.99,9655971.04,20354975.74,3417652.34,18118484.23,2267691.17,12431986.33,7491800.00,14073000.00,6551175.57,11746342.04,6548800.00,6960000.00,2683989.43,1979257.83,729854.71,1771140.79,0.0
22,归属于母公司所有者的净利润,1147505.44,1027976.97,734915.74,-2526340.83,-1996939.13,-1396476.87,-1098048.65,62321205.03,-23081621.89,-13130405.47,-6150307.16,-23796342.67,-21461307.39,-15402902.89,-7442100.91,34991576.55,-17677230.79,-11977380.22,-6201845.60,-12565081.25,-4096954.65,-12874418.96,-7412418.78,-3139635.71,-21988313.47,-24384972.00,-5994393.09,26245065.84,-38472604.60,-26648288.01,-10891722.63,16467157.17,27627722.91,31796930.92,42288989.32,21171374.54,-15047554.96,-16932489.19,-7263341.50,-207734602.49,-54817639.29,-46830271.89,-13137109.36,-90188664.39,-19653778.88,-16608313.79,-11254439.80,25472123.30,114093105.39,93980421.89,102922005.62,-123470380.89,-153169305.97,-115439563.15,-14775940.68,-253111197.70,-25412147.18,4063185.56,3722430.36,13203416.30,23360187.25,17325884.30,7032380.98,33531232.76,22859972.75,14538914.07,6395595.29,33275288.60,25837090.69,16810982.83,3275019.77,30119571.82,38858112.84,27907874.42,18957060.09,1760888.73,13047421.35,9689756.24,22368489.56,9083787.05,19391614.55,3417652.34,17385401.22,2267691.17,11522526.73,6953500.00,12178000.00,6126177.65,11390603.87,6548800.00,6960000.00,2683989.43,1979257.83,729854.71,1771140.79,0.0
23,少数股东损益,-57647.90,-28325.66,-12579.80,-77573.61,-131278.59,-75318.90,-44738.59,-2159903.37,-2801937.29,-1323377.25,-94776.64,-1667997.87,-1952158.10,-1648779.30,-1048341.30,-15528.05,-275397.19,-410556.27,-162933.53,-2913777.43,-1928920.97,-892630.03,-280051.85,424399.24,-916367.33,-654750.05,41168.59,-3215618.11,-95862.23,-163978.55,-290938.46,1467828.36,-1398981.65,-1135108.37,-3742829.13,2929512.19,12607603.29,3792183.72,1277910.96,-2396679.31,710063.51,-754043.26,21743.29,-1984058.00,-822053.63,-52752.55,-1455757.44,-482117.53,225971.08,179738.75,312006.76,-21113654.73,-4647595.29,-2815530.83,-2104628.16,-26487171.36,-4294030.54,-640161.22,-250450.14,-71528112.29,-1578553.49,-416898.11,-247639.93,3947952.43,2974389.98,1642946.62,2422582.74,9727976.61,2313416.81,2971757.23,-1389929.85,615266.34,2438747.13,2389387.81,2038457.32,271477.12,103.01,432463.75,1087428.43,572183.99,963361.19,0,733083.01,0,909459.60,538300.00,1895000.00,424997.92,355738.17,0,0,0,0,0,0,0.0
24,六、每股收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,基本每股收益(元/股),0.003000,0.003000,0.002000,-0.010000,-0.010000,-0.004000,-0.003000,0.190000,-0.070000,-0.040000,-0.020000,-0.070000,-0.070000,-0.050000,-0.020000,0.110000,-0.050000,-0.040000,-0.020000,-0.040000,-0.010000,-0.040000,-0.020000,-0.010000,-0.070000,-0.070000,-0.020000,0.080000,-0.117000,-0.080000,-0.030000,0.050000,0.084000,0.100000,0.130000,0.060000,-0.050000,-0.050000,-0.020000,-0.630000,-0.166700,-0.142400,-0.040000,-0.270000,-0.059800,-0.050500,-0.034200,0.090000,0.346900,0.285800,0.407600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
26,稀释每股收益(元/股),0.003000,0.003000,0.002000,-0.010000,-0.010000,-0.004000,-0.003000,0.190000,-0.070000,-0.040000,-0.020000,-0.070000,-0.070000,-0.050000,-0.020000,0.110000,-0.050000,-0.040000,-0.020000,-0.040000,-0.010000,-0.040000,-0.020000,-0.010000,-0.070000,-0.070000,-0.020000,0.080000,-0.117000,-0.080000,-0.030000,0.050000,0.084000,0.100000,0.130000,0.060000,-0.050000,-0.050000,-0.020000,-0.630000,-0.166700,-0.142400,-0.040000,-0.270000,-0.059800,-0.050500,-0.034200,0.090000,0.346900,0.285800,0.407600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
27,七、其他综合收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12816532.72,0,0,0,-990212.41,0,0,0,-3139259.24,237859.69,-6735.38,-1576.09,-860605.36,2551835.88,-352066.98,-158174.57,-381779.79,-929522.82,-508464.08,-897.02,813370.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
28,八、综合收益总额,1089857.54,999651.31,722335.94,-2603914.44,-2128217.72,-1471795.77,-1142787.24,60161301.66,-25883559.18,-14453782.72,-6245083.80,-25464340.54,-23413465.49,-17051682.19,-8490442.21,34976048.50,-17952627.98,-12387936.49,-6364779.13,-28295391.40,-6025875.62,-13767048.99,-7692470.63,-3705448.88,-22904680.80,-25039722.05,-5953224.50,19890188.49,-38330607.14,-26819001.94,-11184237.18,17074380.17,28780577.14,30309755.57,38387985.62,23719106.94,-3369474.49,-13648769.55,-5986327.56,-209317911.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
29,归属于母公司所有者的综合收益总额,1147505.44,1027976.97,734915.74,-2526340.83,-1996939.13,-1396476.87,-1098048.65,62321205.03,-23081621.89,-13130405.47,-6150307.16,-23796342.67,-21461307.39,-15402902.89,-7442100.91,34991576.55,-17677230.79,-11977380.22,-6201845.60,-25381613.97,-2496343.75,-12874418.96,-7412418.78,-4129848.12,-21988313.47,-24384972.00,-5994393.09,23142255.63,-38234744.91,-26655023.39,-10893298.72,15747744.30,27497228.38,31444863.94,42130814.75,20791971.58,-15088050.99,-16964200.73,-7264238.52,-200457456.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
30,归属于少数股东的综合收益总额,-57647.90,-28325.66,-12579.80,-77573.61,-131278.59,-75318.90,-44738.59,-2159903.37,-2801937.29,-1323377.25,-94776.64,-1667997.87,-1952158.10,-1648779.30,-1048341.30,-15528.05,-275397.19,-410556.27,-162933.53,-2913777.43,-1242944.87,-892630.03,-280051.85,424399.24,-916367.33,-654750.05,41168.59,-3252067.14,-95862.23,-163978.55,-290938.46,1326635.87,1283348.76,-1135108.37,-3742829.13,2927135.36,11718576.50,3315431.18,1277910.96,-8860454.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
