9,研发费用,58964924.48,316147771.11,115969357.05,75484116.58,9651626.64,52124350.31,31753914.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,0,0,-10469218.52,23956426.85,-69583027.38,-86000006.96,183219457.14,-62765070.76,-98748142.15,-87833769.95,8304222.91,-150437047.24,-58204353.34,3447215.92,402359171.50,203070292.83,172363516.53,-14256985.46,172627669.30,-164541.86,84177347.51,52815928.30,87996377.66,-90723569.22,-20171208.03,4195157.21,146144129.35,5560618.01,4331309.21,7668070.85,-7834757.53,-54906999.66,-95113755.49,-51956782.14,149798982.11,13876654.82,-6861173.30,-2949333.96,-23120010.32,-33393968.33,-3587938.67,-3428027.52,-4933783.74,-4206303.45,-4206303.45,0,-10407597.07,-20081996.00,-20081996.00,0,0,0,0,0,0,0,0,0,0,0.0
11,公允价值变动收益,-5807520.00,6873120.00,10735582.18,8537313.41,13950304.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1448074.14,-1476075.48,-1408854.80,-532327.47,159108.17,0,-3797726.60,0,0,0,0,0,-14014632.13,-10700197.88,-11034728.43,1213790.42,3409023.44,2187954.89,772363.59,1097009.19,7120783.32,6655416.17,3054050.12,1626633.58,4758722.29,2267176.30,766234.24,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,5901228.62,32571736.21,29238613.93,17131388.86,8011325.15,2729572.60,10261971.96,5427050.50,1416304.02,13896371.26,1136604.21,1078365.58,401314.54,-5575493.95,7694823.74,11119672.93,5362272.06,1494152.82,4360789.84,3291883.68,633856.25,-54077510.46,2917878.36,2359135.39,-1000193.69,-35333982.38,8625089.66,11854977.96,2137759.02,27240854.72,9008124.80,3981342.20,0,63198285.88,29202642.05,9659544.37,1709587.12,23636460.20,15696108.05,14363094.35,230136.99,2740658.88,2418467.10,1917097.24,113095.89,7401687.96,1443921.82,915099.90,0,100000.00,100000.00,0,120166.67,100000.00,100000.00,100000.00,73564.53,75000.00,75000.00,75000.00,471012.08,50000.00,0.0
13,其中:对联营企业和合营企业的投资收益,5443157.97,26486422.03,14693111.48,9917956.21,8011325.15,-845855.99,4916948.45,3557050.50,1416304.02,6669832.75,-637966.43,-1827393.76,401314.54,4871989.87,7547661.31,9877963.85,4553634.36,-2325102.36,3099140.64,2030234.48,633856.25,-3187662.04,426641.20,3313995.00,1695330.00,-51388083.91,4076760.89,7642649.19,2137759.02,12068207.13,8720124.80,3981342.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9368881.83,7996091.49,843355.21,23484003.41,34959233.95,33568348.70,13277939.16,9673936.03,6364109.22,3688351.96,-1470823.94,0,0,0,-546642.74,0,0,0,0,0,0.0
15,三、营业利润,22226894.35,1198295856.19,845152120.80,582252373.42,244165011.82,1382772114.44,1064942065.05,678856566.45,244276700.80,1520156037.87,967008730.19,548095834.47,210154083.47,1449940540.77,810254175.45,458433226.64,184132034.17,1090550863.61,533896322.11,276562635.27,167368651.24,956640918.84,814659125.61,490397006.42,208147950.90,886880675.72,690357715.76,375578067.71,161829531.29,856104838.58,662688437.65,337730014.43,137780964.37,576694781.52,372981552.64,200857278.97,106323783.96,463243409.93,187364564.32,127097562.10,67248437.25,241243322.66,157502455.02,120432240.42,62624531.47,168368676.84,136944583.44,130782022.12,67373416.66,124990775.67,125329469.47,97144466.51,77389700.23,105513519.43,75652572.42,53556280.02,6624668.49,81129668.67,60697744.49,59380173.61,80663665.53,76975003.74,0.0
16,加:营业外收入,204839.01,16937325.71,3104982.20,1045768.19,809.39,4581745.92,730964.07,539562.96,4200.05,9138140.06,4727397.33,4369768.55,1989680.10,5670970.08,5213745.31,4192669.32,2313390.65,3412512.32,1238484.98,933626.97,352807.46,11789369.44,10238860.01,9597511.22,9082839.19,4451185.79,1128777.82,582866.00,38000.00,4128642.94,1924157.56,272045.04,69000.00,1021682.11,556940.87,476837.76,407000.00,1353207.60,143946.58,0,0,1740000.00,0,0,0,30843.74,30843.74,28416.62,3000.00,0,0,0,0,0,0,0,0,61446.71,0,0,0,9432.50,0.0
17,减：营业外支出,2412980.48,2692973.05,1855590.34,911987.96,62195.80,7815578.82,7778857.07,83711.06,75473.30,21484475.18,498123.56,209841.21,174949.14,13734220.23,7733920.43,13901.92,2901.92,3587206.05,185048.80,93678.17,16288.53,276745.85,38040.77,184685.23,1500.00,31155887.39,4725347.11,4687410.12,3235155.19,6763279.41,1300144.39,1300144.39,1500.02,748490.20,745034.24,68537.55,46077.26,1111616.88,400000.00,400000.00,200000.00,1105855.00,341855.00,341855.00,0,1799490.00,1799490.00,1799490.00,100000.00,0,0,0,0,239748.42,239748.42,239748.42,239748.42,4510.68,0,0,597483.11,292030.00,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0,0,473742.98,205469.77,174885.51,2506194.54,60102.84,0,0,3260626.81,51699.64,48689.19,16288.53,54764.01,36540.77,183185.23,46606.71,28808352.27,3605347.11,3579410.12,3235155.19,1175755.04,1298644.39,1298644.39,0,48093.51,0,0,0,345.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
19,四、利润总额,20018752.88,1212540208.85,846401512.66,582386153.65,244103625.41,1379538281.54,1057894172.05,679312418.35,244205427.55,1507809702.75,971238003.96,552255761.81,211968814.43,1441877290.62,807734000.33,462611994.04,186442522.90,1090376169.88,534949758.29,277402584.07,167705170.17,968153542.43,824859944.85,499809832.41,217229290.09,860175974.12,686761146.47,371473523.59,158632376.10,853470202.11,663312450.82,336701915.08,137848464.35,576967973.43,372793459.27,201265579.18,106684706.70,463485000.65,187108510.90,126697562.10,67048437.25,241877467.66,157160600.02,120090385.42,62624531.47,166600030.58,135175937.18,129010948.74,67276416.66,124990775.67,125329469.47,97144466.51,77389700.23,105273771.01,75412824.00,53316531.60,6384920.07,81186604.70,60697744.49,59380173.61,80066182.42,76692406.24,0.0
20,减：所得税费用,12361910.05,165564992.14,98278851.14,88209345.10,25796024.43,200756549.39,135571531.61,109019176.05,34041618.74,146004786.72,159492558.37,94821661.63,36459655.28,210276000.00,139533266.85,84339186.68,34130962.57,104055346.57,-7080701.02,-36773637.92,36927459.71,195027004.59,144590211.76,91520997.25,39778934.02,151464351.79,83424234.21,19030942.59,1561738.55,177158212.23,127324549.47,57719164.78,22366154.97,107511945.88,64938307.32,37524629.76,19576830.24,97135259.07,18121531.51,9213004.73,11386520.83,31753039.94,40731225.53,28200874.76,15723924.58,22976294.53,23030589.66,32182116.77,17075748.46,13544013.81,18799420.42,14571669.98,11608455.03,18602386.73,11311923.60,7997479.74,1750024.87,10300846.87,9104661.67,8895776.04,9502309.86,4651192.06,0.0
21,五、净利润,7656842.83,1046975216.71,748122661.52,494176808.55,218307600.98,1178781732.15,922322640.44,570293242.30,210163808.81,1361804916.03,811745445.59,457434100.18,175509159.15,1231601290.62,668200733.48,378272807.36,152311560.33,986320823.31,542030459.31,314176221.99,130777710.46,773126537.84,680269733.09,408288835.16,177450356.07,708711622.33,603336912.26,352442581.00,157070637.55,676311989.88,535987901.35,278982750.30,115482309.38,469456027.55,307855151.95,163740949.42,87107876.46,366349741.58,168986979.39,117484557.37,55661916.42,210124427.72,116429374.49,91889510.66,46900606.89,143623736.05,112145347.52,96828831.97,50200668.20,111446761.86,106530049.05,82572796.53,65781245.20,86671384.28,64100900.40,45319051.86,4634895.20,70885757.83,51593082.82,50484397.57,70563872.56,72041214.18,0.0
22,归属于母公司所有者的净利润,22728095.88,1053718358.99,756279762.10,499575929.52,223856088.88,1200353589.05,939229967.29,586335129.60,218466268.58,1484070384.00,853279600.71,494615720.68,198324474.19,1279607294.40,711745878.65,413534545.62,163422859.31,1050873905.00,578331945.10,336232595.53,147047612.78,866772496.62,706637293.45,423794073.97,187148332.95,718476718.04,583402654.15,345284444.84,151703519.55,634968084.41,515724338.64,268496159.71,113896750.04,463128921.52,305651857.43,162283929.48,86927973.51,363574467.93,168970443.38,117484557.37,55661916.42,210124427.72,116429374.49,91889510.66,46900606.89,143623736.05,112145347.52,96828831.97,50200668.20,111446761.86,106530049.05,82572796.53,65781245.20,86671384.28,64100900.40,45319051.86,4634895.20,70885757.83,51593082.82,50484397.57,70563872.56,72041214.18,0.0
23,少数股东损益,-15071253.05,-6743142.28,-8157100.58,-5399120.97,-5548487.90,-21571856.90,-16907326.85,-16041887.30,-8302459.77,-122265467.97,-41534155.12,-37181620.50,-22815315.04,-48006003.78,-43545145.17,-35261738.26,-11111298.98,-64553081.69,-36301485.79,-22056373.54,-16269902.32,-93645958.78,-26367560.36,-15505238.81,-9697976.88,-9765095.71,19934258.11,7158136.16,5367118.00,41343905.47,20263562.71,10486590.59,1585559.34,6327106.03,2203294.52,1457019.94,179902.95,2775273.65,16536.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
24,六、每股收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,基本每股收益(元/股),0.020000,0.850000,0.610000,0.400000,0.200000,1.080000,0.840000,0.530000,0.200000,1.330000,0.770000,0.440000,0.210000,1.380000,0.770000,0.450000,0.210000,1.360000,0.750000,0.430000,0.190000,1.130000,0.920000,0.550000,0.290000,1.130000,0.920000,0.540000,0.240000,1.110000,0.900000,0.470000,0.260000,1.050000,0.690000,0.370000,0.260000,1.070000,0.889000,0.620000,0.290000,1.110000,0.613000,0.480000,0.250000,0.760000,0.590000,0.510000,0.260000,0.590000,0.561000,0.430000,0.350000,0,0,0,0.040000,0,0,0,0,0,0.0
26,稀释每股收益(元/股),0.020000,0.850000,0.610000,0.400000,0.200000,1.080000,0.840000,0.530000,0.200000,1.330000,0.770000,0.440000,0.210000,1.380000,0.770000,0.450000,0.210000,1.360000,0.750000,0.430000,0.190000,1.130000,0.920000,0.550000,0.290000,1.130000,0.920000,0.540000,0.240000,1.110000,0.900000,0.470000,0.260000,1.050000,0.690000,0.370000,0.260000,1.070000,0.889000,0.620000,0.290000,1.110000,0.613000,0.480000,0.250000,0.760000,0.590000,0.510000,0.260000,0.590000,0.561000,0.430000,0.350000,0,0,0,0.040000,0,0,0,0,0,0.0
27,七、其他综合收益,-54304083.31,66322109.09,6616448.49,-1588273.59,-8215297.21,-90018882.07,-24588510.00,-77344120.37,-35424620.38,-32876257.44,-2344305.59,-12675309.08,15542921.02,111679437.60,45696141.64,34334954.34,29292408.05,-120830237.63,-52570121.29,-30060680.87,-33236225.33,-129741622.04,-49573406.13,5972466.63,18181463.06,-132386364.12,-62011174.31,-97075254.30,-21582199.68,-28067232.33,-11409857.09,-35963807.72,1905230.59,39453739.72,35952097.99,41155390.96,660725.59,-4321921.21,-6769616.58,-7043469.81,-6685980.12,-202031.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
28,八、综合收益总额,-46647240.48,1113297325.80,754739110.01,492588534.96,210092303.77,1088762850.08,897734130.44,492949121.93,174739188.43,1328928658.59,809401140.00,444758791.10,191052080.17,1343280728.22,713896875.12,412607761.70,181603968.38,865490585.68,489460338.02,284115541.12,97541485.13,643384915.80,630696326.96,414261301.79,195631819.13,576325258.21,541325737.95,255367326.70,135488437.87,648244757.55,524578044.26,243018942.58,117387539.97,508909767.27,343807249.94,204896340.38,87768602.05,362027820.37,162217362.81,110441087.56,48975936.30,209922395.78,116429374.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
29,归属于母公司所有者的综合收益总额,-31575987.43,1120030773.08,762896210.59,497987655.93,215640791.67,1113209614.04,912879131.22,511999921.01,178910751.47,1443779438.88,852343363.30,479671775.74,206929052.78,1384827976.16,753237685.79,444429012.39,201481203.51,935559669.87,532215790.59,314771122.06,117876473.48,739878808.20,681034231.78,422686861.47,140197306.87,633681453.62,522224012.04,274614091.91,133536703.89,609221777.05,485053249.55,237170670.31,116346464.18,502900229.88,341603955.42,203439320.44,87588699.10,359287556.72,162200826.80,110441087.56,48975936.30,209922395.78,116429374.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
30,归属于少数股东的综合收益总额,-15071253.05,-6733447.28,-8157100.58,-5399120.97,-5548487.90,-24446763.96,-15145000.78,-19050799.08,-4171563.04,-114850780.29,-42942223.30,-34912984.64,-15876972.61,-41547247.94,-39340810.67,-31821250.69,-19877235.13,-70069084.19,-42755452.57,-30655580.94,-20334988.35,-96493892.40,-50337904.82,-8425559.68,55434512.26,-57356195.41,19101725.91,-19246765.21,1951733.98,39022980.50,39524794.71,5848272.27,1041075.79,6009537.39,2203294.52,1457019.94,179902.95,2740263.65,16536.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
