9,研发费用,39946757.02,7612232.90,6502605.65,4445061.37,22046854.24,208881648.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,1204280.02,15593209.06,3669651.82,3970902.30,492393.83,9972024.31,-1963735.61,478659.48,-1999176.06,17880961.86,-115037.96,-2880020.85,67421.97,14291370.39,-1292264.80,-1677146.07,-47282.47,11755513.68,1090604.02,460340.37,-566708.05,12361306.36,-304196.11,125163.67,-616460.15,369872.31,-1357444.95,-1523651.36,27199.21,2654001.38,1409925.17,1728356.32,9617.30,1261775.95,1367698.18,507603.47,52706.89,289686.73,290319.33,-7499.36,55504.55,5294119.93,1188617.99,1039241.53,128143.11,2183638.04,286410.42,178153.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85568.13,0,-1167826.16,0,2500000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,20030377.26,1223043.38,470240.91,981234.14,2017320.21,-839220.35,-1582984.31,-159837.97,2255215.04,-4148786.24,-1496402.06,-2009177.00,-2076512.38,-2040983.56,-1050258.66,-723122.36,-2637392.19,-3155511.11,-4545026.89,-1363812.52,-1163335.08,-3846486.32,-3024609.41,1158479.64,5819672.18,-3298745.29,-2905858.69,-679157.06,-6323898.72,-4452691.78,-1811007.87,-514613.92,-850663.99,-862673.00,-495184.77,-374002.83,1837427.63,761044.66,1490946.03,-357210.91,-1069311.52,-1204800.46,-796452.31,-171600.00,-854225.80,-660485.39,-616864.44,-76500.00,-1933283.92,-572700.00,-170044.19,0,28475.62,6842.11,5400.00,2430.00,3627469.42,-29563.53,-43500.00,0,65309.94,475466.49,10084.12,0,1878533.25,-522101.64,82773.25,0,-41311411.90,284103.07,3147.82,0,-2499462.15,-2640866.75,0,-8950834.34,2730653.38,9640195.10,13906448.69,9148473.51,2862527.76,12746692.05,5367334.14,13603549.73,12888000.00,7471513.17,9834063.78,-674735.33,16667566.67,491826.00,0,0,0,0,0.0
13,其中:对联营企业和合营企业的投资收益,915552.18,983043.38,470240.91,981234.14,0,-1152780.35,-1582984.31,-159837.97,2231055.04,-4148786.24,-1496402.06,-2009177.00,-2104032.38,-2040983.56,-1050258.66,-723122.36,-2678224.19,-3196343.11,-4545026.89,0,-1199231.08,-3846486.32,-3024609.41,1158479.64,5774936.98,-3298745.29,-2950593.89,-679157.06,-7907954.72,-4452691.78,-1811007.87,-514613.92,-1039673.19,-862673.00,-495184.77,-374002.83,-766960.99,705645.04,1450546.03,-357210.91,-1110111.52,-1204800.46,0,-171600.00,-887025.80,0,0,-76500.00,-1965283.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,71619542.70,27010167.19,19260814.36,10062269.02,38805133.77,21571358.78,17041778.98,6907246.60,45577479.65,11228507.02,8969219.15,4316728.62,41758740.25,15292107.82,10735129.62,3780168.09,29611295.58,27516518.74,13689142.26,2958031.38,45033269.86,27094621.96,14962662.05,4200186.27,28898867.81,21721224.41,13774203.19,3674809.86,21419285.93,17822481.32,11914069.62,4150749.94,21071887.32,18032178.01,7304254.70,3086800.70,12709354.37,10652415.24,7323934.30,2232335.42,11772439.92,9699501.20,6146989.08,2783621.26,980083.85,7334352.16,4837352.88,4626003.22,15341570.88,11789145.90,7331347.36,3737150.52,12365748.07,8738586.03,4327450.22,2193804.69,12111257.86,4671539.38,3389972.71,1150916.33,1088533.96,3126080.56,2544689.97,460103.70,1929715.21,2226005.00,1591644.91,941110.07,-83508715.62,-10950164.04,-9795374.24,-7006477.15,7715593.51,3988074.08,2310393.32,4417541.81,8305250.17,25758127.97,15331970.71,24309432.67,10940568.18,32471758.05,12060132.18,38350562.73,24294012.54,48220859.48,27009934.97,65539359.28,36678899.70,44092511.81,21040667.57,70624000.00,59168000.00,43996000.00,0.0
16,加:营业外收入,40224814.03,68456.31,26377.52,2333988.12,2085758.37,3221916.04,407112.59,3250692.68,1995339.26,8834599.70,7768284.08,3953315.64,12433911.86,8542616.38,6264698.91,2846362.21,6671948.76,273888.34,174149.99,107477.99,3353522.04,1152373.16,564921.98,186848.09,7329449.70,868300.00,13200.00,72847.01,5764817.00,2380096.55,1858897.35,90528.56,4833485.88,2557613.38,2279210.91,130719.21,4048710.69,395717.45,247408.68,167859.49,3576024.37,339300.28,219100.07,80686.84,8707673.20,2555808.50,1501241.19,309322.24,1957679.62,706725.52,540784.17,307123.07,2655154.32,615875.47,395445.25,136171.18,2416736.68,868844.16,710062.74,286963.76,2321052.64,311384.26,241148.00,189727.01,957079.34,618434.79,578857.90,36283.38,132909.57,109919.49,78860.07,55672.86,545410.97,322000.00,11000.00,229992.57,138088.78,434380.08,100885.40,2904258.79,2052728.79,2466259.78,0,2354288.48,0,7730252.12,0,302601.33,0,1508509.54,0,0,0,0,0.0
17,减：营业外支出,33331255.47,542308.62,116857.69,26851.51,261834.12,218898.77,202477.10,150087.04,938117.66,333283.56,92104.44,80480.78,145830.29,444537.10,400150.09,1000.00,708996.25,71334.61,70594.04,34105.94,311600.63,219775.90,201025.59,44172.88,294922.47,273698.40,243698.40,51066.50,83040.22,67066.50,65066.50,5000.00,296223.36,109190.68,1000.00,6650.00,254710.89,122131.14,117137.68,117137.68,311935.20,186504.45,50030.00,50030.00,599190.97,575549.38,475549.38,50000.00,361838.35,143230.99,82230.99,82230.99,232064.77,97967.00,0,0,897656.02,128000.00,8000.00,3000.00,358886.23,20628.30,20200.00,5000.00,351105.65,158962.13,91663.08,0,33197806.33,56318.00,105718.00,718.00,25040.29,740.95,0,7500.16,7020.00,338184.99,49948.92,180844.99,62949.00,462029.37,0,656510.24,0,763318.15,0,2053861.95,0,1446196.61,0,0,0,0,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0,0,14763.53,0,32490.99,0,0,0,1667.65,0,0,0,73446.55,0,0,0,18516.90,0,0,0,8331.62,0,0,0,5170.59,0,0,0,129661.58,0,0,0,175391.82,0,0,0,114704.09,0,0,0,218607.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
19,四、利润总额,78513101.26,26536314.88,19170334.19,12369405.63,40629058.02,24574376.05,17246414.47,10007852.24,46634701.25,19729823.16,16645398.79,8189563.48,54046821.82,23390187.10,16599678.44,6625530.30,35574248.09,27719072.47,13792698.21,3031403.43,48075191.27,28027219.22,15326558.44,4342861.48,35933395.04,22315826.01,13543704.79,3696590.37,27101062.71,20135511.37,13707900.47,4236278.50,25609149.84,20480600.71,9582465.61,3210869.91,16503354.17,10926001.55,7454205.30,2283057.23,15036529.09,9852297.03,6316059.15,2814278.10,9088566.08,9314611.28,5863044.69,4885325.46,16937412.15,12352640.43,7789900.54,3962042.60,14788837.62,9256494.50,4722895.47,2329975.87,13630338.52,5412383.54,4092035.45,1434880.09,3050700.37,3416836.52,2765637.97,644830.71,2535688.90,2685477.66,2078839.73,977393.45,-116573612.38,-10896562.55,-9822232.17,-6951522.29,8235964.19,4309333.13,2321393.32,4640034.22,8436318.95,25854323.06,15382907.19,27032846.47,12930347.97,34475988.46,12060132.18,40048340.97,24294012.54,55187793.45,27009934.97,63788098.66,36678899.70,44154824.74,21040667.57,70624000.00,59168000.00,43996000.00,0.0
20,减：所得税费用,16140919.93,4515160.34,1936067.85,2834460.45,7543855.17,5215266.89,1388620.83,2188574.10,12835057.45,6086020.13,5076721.76,1371587.10,15054753.84,6449423.05,4849465.03,2016251.18,5904088.90,3386532.99,3640553.86,1362544.40,8109411.00,4932676.10,3388490.34,670786.49,3129851.64,5349003.02,2356506.84,554834.07,6878218.21,5463808.20,3497956.48,1035625.54,7346413.36,4803290.90,2563873.31,769448.79,2149899.86,2513446.43,1411459.88,453737.32,5892385.96,2685347.93,1705005.57,918074.04,3088771.55,2422282.56,1534148.21,1263178.71,8298285.39,4107725.24,2625640.20,1307474.06,7322839.73,239020.39,248743.72,0,476116.47,644933.69,499130.64,121187.66,0,940705.19,480927.60,61914.66,318349.65,813097.88,526396.69,322539.84,-772615.00,-608679.10,279899.15,532413.05,4139960.48,2289872.90,764313.76,2207546.53,846368.19,5482181.24,2757052.22,4140148.06,1516597.12,3327798.04,1022984.69,4438206.24,2506381.88,7394865.81,3899888.24,9605864.90,5501834.96,6570176.81,0,0,0,0,0.0
21,五、净利润,62372181.33,22021154.54,17234266.34,9534945.18,33085202.85,19359109.16,15857793.64,7819278.14,33799643.80,13643803.03,11568677.03,6817976.38,38992067.98,16940764.05,11750213.41,4609279.12,29670159.19,24332539.48,10152144.35,1668859.03,39965780.27,23094543.12,11938068.10,3672074.99,32803543.40,16966822.99,11187197.95,3141756.30,20222844.50,14671703.17,10209943.99,3200652.96,18262736.48,15677309.81,7018592.30,2441421.12,14353454.31,8412555.12,6042745.42,1829319.91,9144143.13,7166949.10,4611053.58,1896204.06,5999794.53,6892328.72,4328896.48,3622146.75,8639126.76,8244915.19,5164260.34,2654568.54,8745947.59,9017474.11,4474151.75,2329975.87,13154222.05,4767449.85,3592904.81,1313692.43,3050700.37,2476131.33,2284710.37,582916.05,2217339.25,1872379.78,1552443.04,654853.61,-115800997.38,-10287883.45,-10102131.32,-7483935.34,4096003.71,2019460.23,1557079.56,2432487.69,7589950.76,20372141.82,12625854.97,22892698.41,11413750.85,31148190.42,11037147.49,35610134.73,21787630.66,47792927.64,23110046.73,54182233.76,31177064.74,37584647.93,17937614.33,16503000.00,14846000.00,12418000.00,0.0
22,归属于母公司所有者的净利润,61355868.10,22076850.38,17129030.50,10848436.25,33292225.35,21023328.76,17173186.13,9334412.13,39973024.57,22507525.94,17088775.38,7453367.18,39271625.81,20252159.49,12288762.49,5130673.15,31840711.32,28602724.66,13558171.76,4787862.04,43924656.07,25178461.91,13068932.37,4025745.72,31952414.90,18213567.73,11137571.60,3121027.71,23400742.82,17277074.53,10994851.86,3105130.90,22710962.15,15619641.04,8493677.59,2316251.84,15036622.22,8413923.65,6045729.47,1831768.88,9540640.69,7176124.25,4620023.96,1902613.20,5327466.82,6897757.16,4337280.66,3625163.38,8086088.15,8242903.35,5160634.96,2653397.28,8758979.34,9012199.62,4471626.63,2329437.30,13065491.45,4758368.96,3584991.01,1309591.79,3038707.31,2473050.13,2279144.73,582199.53,2211152.28,1872379.78,1546351.20,654853.61,-115751050.45,-10293642.23,-10109654.14,-7490096.81,4094852.56,2019460.23,1557079.56,2432487.69,7589950.76,20372141.82,12625854.97,22892698.41,11413750.85,31148190.42,11037147.49,35610134.73,21787630.66,47792927.64,23110046.73,54182233.76,31177064.74,37584647.93,17937614.33,16503000.00,14846000.00,12418000.00,0.0
23,少数股东损益,1016313.23,-55695.84,105235.84,-1313491.07,-207022.50,-1664219.60,-1315392.49,-1515133.99,-6173380.77,-8863722.91,-5520098.35,-635390.80,-279557.83,-3311395.44,-538549.08,-521394.03,-2170552.13,-4270185.18,-3406027.41,-3119003.01,-3958875.80,-2083918.79,-1130864.27,-353670.73,851128.50,-1246744.74,49626.35,20728.59,-3177898.32,-2605371.36,-784907.87,95522.06,-4448225.67,57668.77,-1475085.29,125169.28,-683167.91,-1368.53,-2984.05,-2448.97,-396497.56,-9175.15,-8970.38,-6409.14,672327.71,-5428.44,-8384.18,-3016.63,553038.61,2011.84,3625.38,1171.26,-13031.75,5274.49,2525.12,538.57,88730.60,9080.89,7913.80,4100.64,11993.06,3081.20,5565.64,716.52,6186.97,0,6091.84,0,-49946.93,5758.78,7522.82,6161.47,1151.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
24,六、每股收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,基本每股收益(元/股),0.100000,0.035000,0.027000,0.020000,0.050000,0.034000,0.033000,0.020000,0.080000,0.043000,0.033000,0.010000,0.080000,0.040000,0.020000,0.010000,0.070000,0.064000,0.030000,0.011000,0.099000,0.056000,0.029400,0.009000,0.072000,0.040000,0.025000,0.010000,0.053000,0.040000,0.025000,0.010000,0.056000,0.070000,0.041000,0.011000,0.087000,0.050000,0.035000,0.010600,0.055000,0.030000,0.027000,0.011000,0.030000,0.040000,0.025000,0.021000,0.050000,0.048000,0.030000,0.020000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
26,稀释每股收益(元/股),0.100000,0.035000,0.027000,0.020000,0.050000,0.034000,0.033000,0.020000,0.080000,0.043000,0.033000,0.010000,0.080000,0.040000,0.020000,0.010000,0.070000,0.064000,0.030000,0.011000,0.099000,0.056000,0.029400,0.009000,0.072000,0.040000,0.025000,0.010000,0.053000,0.040000,0.025000,0.010000,0.056000,0.070000,0.041000,0.011000,0.087000,0.050000,0.035000,0.010600,0.055000,0.030000,0.027000,0.011000,0.030000,0.040000,0.025000,0.021000,0.050000,0.048000,0.030000,0.020000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
27,七、其他综合收益,223254.00,127072.50,127095.16,0,1045030.75,0,0,0,-113228.94,0,0,0,-440056.29,0,0,0,367976.40,0.00,0,0,0,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
28,八、综合收益总额,62595435.33,22148227.04,17361361.50,9534945.18,34130233.60,19359109.16,15857793.64,7819278.14,33686414.86,13643803.03,11568677.03,6817976.38,38552011.69,16940764.05,11750213.41,4609279.12,30038135.59,24332539.48,10152144.35,1668859.03,39965780.27,23094543.12,11938068.10,3672074.99,32803543.40,16966822.99,11187197.95,3141756.30,20222844.50,14671703.17,10209943.99,3200652.96,18262736.48,15677309.81,7018592.30,2441421.12,14353454.31,8412555.12,6042745.42,1829319.91,9144143.13,7166949.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
29,归属于母公司所有者的综合收益总额,61579122.10,22203922.88,17256125.66,10848436.25,34337256.10,21023328.76,17173186.13,9334412.13,39859795.63,22507525.94,17088775.38,7453367.18,38831569.52,20252159.49,12288762.49,5130673.15,32208687.72,28602724.66,13558171.76,4787862.04,43924656.07,25178461.91,13068932.37,4025745.72,31952414.90,18213567.73,11137571.60,3121027.71,23400742.82,17277074.53,10994851.86,3105130.90,22710962.15,15619641.04,8493677.59,2316251.84,15036622.22,8413923.65,6045729.47,1831768.88,9540640.69,7176124.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
30,归属于少数股东的综合收益总额,1016313.23,-55695.84,105235.84,-1313491.07,-207022.50,-1664219.60,-1315392.49,-1515133.99,-6173380.77,-8863722.91,-5520098.35,-635390.80,-279557.83,-3311395.44,-538549.08,-521394.03,-2170552.13,-4270185.18,-3406027.41,-3119003.01,-3958875.80,-2083918.79,-1130864.27,-353670.73,851128.50,-1246744.74,49626.35,20728.59,-3177898.32,-2605371.36,-784907.87,95522.06,-4448225.67,57668.77,-1475085.29,125169.28,-683167.91,-1368.53,-2984.05,-2448.97,-396497.56,-9175.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
