39,无形资产,1441920378.79,1452118985.10,1321045394.49,1124636380.86,546731408.66,536072933.21,529755212.33,525058627.85,513248430.52,526186868.97,540922435.52,554270641.36,536493497.78,585489375.93,573621550.99,575537398.79,545375868.16,64798160.68,65197775.49,65657679.37,66060627.83,66481909.61,66890524.70,67352212.73,67838436.59,68339660.45,68801828.76,69156702.80,69727233.58,70203880.99,70707961.78,71237242.57,71705523.36,71929220.90,72460751.66,72995113.73,73527475.91,74397507.28,75187082.79,76037718.51,4952793.55,5348151.51,5783509.47,6219497.43,6528055.69,7963780.55,9203240.35,10427015.92,11665445.62,12919536.46,14163800.17,15394117.94,29585369.27,31186713.57,32643160.44,34099607.31,35455382.66,37215884.31,51368101.28,53150474.65,54939359.36,57151547.10,58683224.70,60471887.96,65173236.60,68093779.15,69962482.21,76186280.01,74821402.13,62824539.94,64712345.74,72031642.66,71674036.36,74025946.83,74986151.94,66921619.70,58260775.65,61600186.18,44572784.63,11550930.04,10943502.37,0,8725789.73,0,5324845.18,4300477.14,0,0,2342454.95,2125920.00,570844.00,0,0,0,0,0,0.0
40,开发支出,0.00,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
41,商誉,1115232496.93,1050691779.40,842698566.09,807174667.59,732631958.64,773000365.95,294510464.43,290342075.18,284526975.54,290460048.46,297341823.17,303633731.48,292917825.14,324475677.76,317004036.64,282791785.20,264850015.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5726810.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
42,长期待摊费用,226508017.03,226852344.29,226096938.51,170285964.56,105031229.48,93900527.95,78534444.98,85003605.40,90404702.84,44979165.08,24886495.84,26903855.67,3863562.46,4059842.15,5078910.83,7103641.55,11406309.62,9327952.42,13027179.50,16283078.31,19168890.30,32463358.79,23305997.00,24369381.89,26136108.83,25058510.59,10027530.66,9516957.64,10466377.66,13603178.09,12613690.15,11017926.38,8276045.49,5184415.37,5830369.70,7500851.65,8205580.63,10467770.73,14362159.40,15086359.56,13648850.77,18643576.00,19122935.41,20798789.22,21704898.15,22754196.48,23261013.22,23537837.09,24140908.68,12144960.43,11350253.60,12527695.73,14056238.97,20985418.72,22090250.26,30379555.46,36816752.68,46373236.45,40272164.51,48863086.34,51423537.46,47578323.84,51801976.05,53731434.92,58322087.94,58417038.27,60831473.71,66213162.11,70311621.26,59619147.10,63264274.24,67723556.14,72096303.12,88910402.12,92480166.61,72266613.81,67144651.40,51424871.40,50350221.89,46923526.31,0,0,0,0,0,0,0,0,0,0,272675.28,0,0,0,0,0,0.0
43,递延所得税资产,1676034707.96,1163437600.17,1183573020.79,1127402214.35,1097201403.84,642519560.96,252369834.66,271491729.25,266001390.18,291586956.14,295690631.35,285384116.76,291497966.73,320873500.41,360070898.26,353746885.04,325857246.32,259227871.63,252660248.43,249947070.54,225609414.84,204868543.75,210776721.91,210635449.60,210435380.99,215817388.93,209976733.60,188903856.07,172887390.87,161203325.42,128743466.42,128884933.99,151600178.79,122306688.54,97532844.94,99032025.44,93610969.96,116423764.65,114312074.40,107589409.19,110139232.39,101244876.48,83431259.69,91131042.65,89471101.61,90546401.26,83490677.51,76770428.76,61107980.96,152261122.74,144314048.72,128635199.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
44,其他非流动资产,574633632.37,1355614772.39,1295468481.70,928728613.34,614568337.22,0.00,69109707.88,0,0,0,0.00,0,0.00,0.00,0,296024153.99,296024153.99,296024153.99,328207413.99,296370459.44,296533505.04,672396.65,835442.25,998487.85,1161533.45,1324579.05,1487624.65,1650670.25,1813715.85,1976761.45,2139807.05,2302852.65,2465898.25,2628943.85,2791989.45,2955035.05,3118080.65,3281126.25,3444171.85,3607217.45,3770263.05,3933308.65,4096354.25,4259399.85,4422445.45,4585491.05,4748536.65,4911582.25,5074627.85,140237673.45,140400719.05,135000000.00,135000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000.00,220000.00,200000.00,150000.00,150000.00,150000.00,47731091.10,100000.00,28472757.96,100000.00,27086470.31,20057674.83,0,0,6666236.29,0,0,0,0,0,0,0,0.0
45,非流动资产合计,35139008711.88,30953839909.63,28904669596.36,28102830055.27,27252642358.98,27647943097.56,17175877080.07,17217213834.01,16948598554.56,16545900279.66,16561825768.26,16628232752.79,16170176169.94,15041751894.92,15213909883.99,12201912593.88,9712173881.14,7937028869.17,7791401862.54,7618587121.73,7466247847.88,5134398180.55,5071342115.11,5099541024.87,5076305121.71,5065883405.16,4983527770.26,5191015348.67,5136387508.21,4711270939.58,4563415263.66,4652007109.63,4568568745.13,4606849652.71,4530605311.32,4464773738.20,4419667262.84,4641223679.39,4567005752.30,4728624787.72,4470279281.17,4125106096.95,4131191569.46,3656094699.52,3568441635.46,3791995551.25,3726387300.53,3339137691.18,3192658114.14,2774217641.37,2713049808.28,2667514425.04,2385167133.76,2040585450.33,2024782161.85,1894191870.70,1876355644.52,1877080689.58,1891922732.99,1922158653.14,1937027400.79,1904458784.04,2064436372.16,1775357159.80,1781176095.94,1774856852.65,1787219967.25,1817570512.80,1549079413.37,1569547427.09,1556596269.64,1567192857.64,1570665345.39,1606340427.37,1731481762.13,1817834033.73,1713232684.50,1682256314.96,1557188444.61,1475947921.18,1400330768.10,1306655974.83,1169283928.65,1204056985.97,1158565103.59,1032203209.88,963460940.00,894380753.48,707788214.61,483226482.71,317218025.64,139506636.29,20755019.60,4402146.95,2616543.68,1951689.32,0.0
46,资产总计,99453166939.98,96178486635.40,90813656482.27,90816288855.80,85254132541.34,77068552208.64,26193332023.06,26401759199.60,24115687212.92,23978887464.56,23557647587.62,23537194100.66,23178984688.36,21592395158.41,20657173860.16,18215959993.23,17155612531.22,15642299182.23,14679506515.71,15299492815.67,13830914154.46,12693553192.48,12684349836.11,14820408418.13,13697340976.82,12939884488.37,12604233187.77,11931414417.86,11153938873.07,10919774659.26,9974190780.25,11321558143.44,12258936931.14,10778433225.55,10171719554.65,11058319075.09,10272879331.49,10222617936.12,9729677986.74,9347943675.43,8650532263.42,8230300393.41,7447741119.69,7711196217.80,7478692341.72,7734798989.85,7615639531.04,7563298928.44,7010760158.11,6499852894.88,6094471525.87,5854366417.63,4803680907.08,4147333677.14,4047719643.83,4026067605.28,3899617734.41,3875988262.45,3851795701.76,3962291407.66,3827545947.03,3897317380.45,4028466586.18,3487933024.49,3565774387.18,3443472396.86,3298390462.64,3302886058.68,3066005649.82,3325838670.10,3341254190.38,3545527894.77,3585676682.76,3467223230.74,3358823462.56,3376967162.19,3218263132.72,2943957299.26,2809659095.66,2658173122.63,2521216242.64,2106576455.86,1895299702.19,1832137179.86,1951338834.15,1701046207.63,1568676890.00,1309654102.79,1189287040.45,810299794.82,691365246.24,456800498.97,81375527.75,54423852.26,46645708.14,42903885.89,0.0
47,流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,短期借款,4219164179.10,4380241816.04,2820452938.14,3020225574.18,3160000000.00,4222120000.00,3250000000.00,3000000000.00,2500000000.00,2280000000.00,1780000000.00,2080000000.00,1680000000.00,1980000000.00,1680000000.00,1480000000.00,1780000000.00,750000000.00,250000000.00,1290000000.00,600000000.00,0,0,0,0,70000000.00,72000000.00,72000000.00,72000000.00,350000000.00,0,397000000.00,687000000.00,482000000.00,416769360.00,707159440.00,611464420.00,868000000.00,815000000.00,1146000000.00,1026000000.00,1101000000.00,1222441284.10,1692504847.19,1372444176.75,1271864600.15,1485484329.41,1536212645.00,1489281956.00,1512000000.00,1380800000.00,1500800000.00,974000000.00,1189000000.00,1147765806.39,1138765806.39,1068882613.32,1006882613.32,1008360000.00,1257648000.00,1224717000.00,1180900000.00,1341000000.00,820710000.00,958180000.00,871700000.00,823310000.00,757310000.00,567340000.00,762340000.00,844450000.00,945400000.00,1066300000.00,1065800000.00,1106700000.00,962790000.00,1077091020.00,926790040.00,830640180.00,613111720.00,560038094.00,0,519763007.00,0,347428801.26,0,194338660.00,0,80165000.00,126785000.00,72274000.00,39555015.44,13540000.00,7920000.00,13000000.00,3991800.00,0.0
49,交易性金融负债,2245415100.00,3356710567.20,3087904831.10,2013109655.00,1826705620.00,1735404750.00,1524796120.00,2045312440.00,1803022760.00,2028718280.00,1761645620.00,1486825190.00,1720793400.00,1847013790.00,1711614290.00,1836513160.00,1866176520.00,1660226440.00,1349468360.00,1908102650.00,1628041160.00,1511658280.00,1684585520.00,3494241660.00,2133856740.00,1806014270.00,1710078280.00,1897831790.00,1173242580.00,1137519570.00,763351540.00,1225788573.23,1529499402.27,905769706.52,578990620.00,1094062686.08,739108980.00,733013637.00,494363260.00,519105600.00,414656000.00,431868000.00,145935000.00,217696320.00,233847600.00,140502488.41,85145481.16,110506360.00,132700070.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
50,应付票据及应付账款,6782567953.25,5294183506.74,5285281154.71,6311666193.91,4094970703.80,2978337031.11,336742258.01,354755780.56,396140301.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484493214.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
51,应付票据,27348925.22,17547050.51,50702722.66,0,20000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110004000.00,84057500.00,110320000.00,111820000.00,96690000.00,97920000.00,85550000.00,78000000.00,68000000.00,35000000.00,45000000.00,12000000.00,12000000.00,0,0,0,2528000.00,0,1080000.00,1257537.00,0,1401152.30,0,1737414.31,0,0,0,13413165.00,233043.82,188000.00,0,0,0,0,0,0.0
52,应付账款,6755219028.03,5276636456.23,5234578432.05,0,4074970703.80,0,336742258.01,354755780.56,396140301.76,346126292.60,367545603.98,493116520.83,441810364.89,314906713.40,315922055.38,249928353.75,255019474.15,290270469.63,284602425.54,281685559.63,300834135.77,321886190.75,298260797.09,392593317.42,484493214.49,403492661.69,427120046.64,322600311.37,304179498.50,287704574.18,333531891.31,341922601.77,374754159.85,257172084.68,255715884.67,310110282.12,279089183.91,288183359.91,281813705.46,310890412.94,236687982.14,213663721.00,156267781.24,219609233.47,191998058.39,182446518.82,188308346.88,172549573.38,222062356.64,204224389.36,148881183.78,182552115.07,152883680.61,136696386.00,163619476.37,131275238.91,152466289.07,148954790.15,138129689.67,206533710.82,194807608.98,167765549.44,177038039.95,214541285.28,182047043.96,162998700.86,150038027.87,148525329.27,148448411.07,134836337.08,163328227.84,140070923.65,147729641.15,119729475.08,150632280.30,173988565.11,153258236.22,141881953.22,143124544.45,172420140.20,159906649.42,0,114863212.43,0,280680286.77,0,167305360.00,0,113140358.09,34823517.62,28148172.98,43546521.73,28116164.91,18147623.13,16090270.46,12040115.89,0.0
53,预收款项,13067872806.35,16368722495.70,16253987090.72,18018719786.42,14597694404.33,12517227415.33,422182283.40,565315606.92,318093701.70,738716412.15,619680339.40,490015311.07,484942032.33,265364097.38,241667530.05,303666109.46,221663175.67,341647482.95,287208527.54,390457097.79,241580336.13,377964348.49,264055515.56,433857968.74,835400391.78,687244707.45,565588891.86,474333594.10,452825583.58,483973112.74,348792235.19,290296939.09,1230768079.43,582119739.88,511485079.53,792389008.05,1031601464.49,1327929146.36,1179830181.22,717427087.32,968452215.15,713216704.43,463174667.32,494512605.10,593502041.51,620444142.07,461867570.71,453954834.85,412472304.57,796039251.58,699037389.05,721239791.17,687582391.22,122412431.23,90539679.40,90752019.19,87426209.46,128092663.47,142167962.65,111940767.92,123552441.47,125881782.53,112609464.13,113240624.88,110760110.65,93771905.79,51554579.86,55176844.91,60869035.46,132579960.47,96469746.83,201746239.77,254740495.50,146123059.16,74531675.98,124654047.53,128743517.59,78198363.75,58579557.15,74102289.02,66697922.95,0,45914424.15,0,104804945.77,0,0,0,1091895.08,5368527.04,134858.33,306475312.04,0,86000.00,0,26000.00,0.0
54,应付手续费及佣金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
55,应付职工薪酬,262276146.15,84581009.09,97278589.92,101015460.70,206000121.35,61889243.95,37460961.80,32368214.81,84843506.10,30365796.89,30713168.25,20370249.06,72816424.89,16762804.46,15700087.66,16211806.03,35600229.87,26570623.32,30861475.75,37109162.52,60319803.08,14806881.84,15578042.07,25867146.28,66538627.29,56582766.18,64314339.19,30107239.32,31905176.20,14185277.78,11850633.93,16499218.19,33055325.51,56520056.90,41056442.27,16598880.33,14443295.25,28316953.35,17274082.29,14215526.68,4563083.88,24385381.87,17073410.33,10398012.44,4713414.10,18774069.70,28591584.12,24647543.30,7919604.43,26544145.72,28561846.81,25425248.50,8263950.64,20070687.67,30149726.01,20264171.21,7724264.23,20298928.34,20275642.89,10569232.47,5779920.78,39365970.00,34250530.78,28582165.76,20821413.59,22046125.43,23462750.72,22656628.25,24608374.07,28712927.92,26971608.49,22765967.99,24498166.72,24021791.46,26976470.88,25867293.58,30223473.10,29477651.95,28906263.21,21359985.14,7353694.72,0,1060045.46,0,735091.03,0,0,0,874575.30,236383.72,194075.25,0,0,0,0,0,0.0
56,应交税费,6374801930.40,4304304394.04,4411378807.49,3448047608.82,3558964529.58,1495739779.89,167636322.85,263182960.77,227495707.31,169188041.80,113755913.70,161315842.98,183581111.95,172605557.57,109838023.35,177101116.81,169934688.39,132334452.38,112381581.34,130658328.44,113990367.76,109797527.96,52487843.87,87030603.38,-32919768.44,62130772.46,87898033.34,86204092.88,84108646.31,30376365.97,41927796.24,45846997.88,-193329845.07,62576960.89,80481031.28,69113893.73,-33569150.92,50841352.05,56957421.71,35747288.12,-36303969.55,34923034.19,30051434.33,39750465.49,6918321.45,31710065.65,43838890.89,43217305.97,6608012.58,21409910.95,15516123.59,-5119547.01,-5002724.05,19746121.73,4762613.91,16685112.10,-4918686.05,2128318.22,-519550.50,-5071049.63,-15756045.60,-3089217.92,-1539653.21,5423512.09,-5380838.01,897766.34,6766207.25,21522805.73,12416212.54,5079782.30,11073597.57,8090653.16,850240.14,-4715900.20,-19453809.02,-13913559.10,-16427035.71,-8849935.80,-6716598.55,1743335.44,4043442.84,0,-2008729.35,0,-9435233.50,0,-1327250.00,0,6903981.98,1303725.29,1939776.51,0,0,0,0,0,0.0
57,其他应付款(合计),4245493100.12,4637446489.56,5031932326.60,2704121073.07,4456237837.75,6557678922.30,1021247437.42,1028762580.41,1118292369.40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486428995.60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
58,应付利息,142939445.49,218088853.95,212420833.87,151178065.60,136277116.48,115481946.03,64744722.67,44644742.74,31927179.38,43754390.69,51173879.95,51886379.84,41298879.95,38824713.31,43507213.29,79965519.73,52346406.82,67868351.30,59600851.30,55657544.84,30190044.83,54142544.86,83395878.15,76553378.15,43710878.15,60288378.11,83395878.11,56042267.01,29699767.02,52777266.99,56290277.72,36560277.74,16830277.76,29090277.74,43840277.72,29090277.74,14340277.76,6145833.33,28270833.30,20895833.31,13520833.32,6145833.33,0,0,23345925.00,16215000.00,9165000.00,2115000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
59,应付股利,59146136.10,89396875.28,1160933971.05,35761472.33,46215979.27,54977247.64,11070979.27,11070979.27,11070979.27,14916111.58,19781550.12,11070979.27,11070979.27,12805188.84,11137812.18,11070979.27,21068735.57,13251627.10,16744534.88,20156336.54,26487575.28,13408457.47,15251473.48,19305202.14,11070979.27,13457150.05,15206330.73,23180148.29,17356797.93,13759545.91,19047729.18,20467456.54,11156744.95,13401479.03,93299068.56,20801777.46,11156744.95,14136937.21,79681037.50,18278695.55,11313695.61,12074377.85,24710863.64,15204698.90,11258551.19,14098325.68,75943849.68,15800294.94,16300973.31,17390655.84,15411576.65,17338291.98,14705236.73,15452713.48,17389166.14,33216558.85,16690581.00,19529463.50,28591043.66,14528164.46,14596989.91,15939489.70,48601757.33,10618072.75,10583129.76,20817622.46,32592079.34,58736160.24,59409914.44,21146036.42,31245359.78,55121551.90,55575957.15,57444004.70,53561322.05,50523692.17,56180654.43,29941516.54,68063366.53,22379299.64,30866248.12,0,25292050.90,0,59252388.25,0,0,0,0,7903151.35,0,0,0,0,0,0,0.0
60,其他应付款,4043407518.53,0,3658577521.68,0,4273744742.00,0,945431735.48,973046858.40,1075294210.75,834966819.70,807290184.00,833635434.88,910260256.92,838568071.61,831863417.37,832101019.58,862634049.78,537028420.43,489988298.25,456038647.86,482220300.10,486134117.51,410638476.74,406466095.30,431647138.18,472150360.45,458277144.28,414665482.00,371745442.59,331393891.92,344638515.26,320342981.35,359594976.21,351172596.27,272546722.31,284788250.60,344731018.35,325581263.02,361186773.69,357458016.81,294695378.24,306911262.99,259823624.48,238987315.59,289106768.74,279566278.78,236308023.01,237146244.30,350138884.36,234076025.40,220876989.53,179347264.71,171490494.32,181220338.10,208142707.39,180946619.31,165635109.12,160511905.73,152085623.19,142446086.58,127622507.37,142426576.55,129795691.60,122986780.51,125057525.78,142915605.31,133169202.09,132911779.43,118248697.32,149924848.78,137177350.32,138073183.58,132000329.22,97121058.40,89023947.87,78550801.43,81815925.46,84852666.23,108649785.19,104104493.58,106547292.02,0,76188907.85,0,96869816.34,0,92094830.00,0,57381514.21,50472016.15,47230409.73,0,0,0,0,0,0.0
61,预提费用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000.00,0,360599.40,400152.88,353634.97,51088.40,735224.79,989058.40,744158.00,51088.40,185901.39,92366.47,740127.12,31088.40,1269912.84,1027827.79,589132.58,94067.76,1060428.21,958746.36,2237169.84,1158711.51,1236817.24,506658.14,1921293.74,0,0,299571.10,0,2839068.75,0,0,0,1219199.12,888119.09,501367.09,0,0,0,0,0,0.0
62,一年内的递延收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
63,应付短期债券,1000000000.00,0.00,0,0.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,0.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,0.00,0,1000000000.00,1000000000.00,1000000000.00,1000000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400000000.00,400000000.00,400000000.00,400000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
64,一年内到期的非流动负债,5988148061.07,4008924794.54,3421141189.76,3194401319.89,3198520163.67,1071470266.93,483283401.16,562786212.33,562715103.88,561191124.82,1065633431.10,570091137.66,574383025.29,878915005.18,378782868.48,348325189.07,348090927.87,515000000.00,515000000.00,515000000.00,515000000.00,15000000.00,515000000.00,515000000.00,515000000.00,16000000.00,94750000.00,93500000.00,106250000.00,233000000.00,107500000.00,447000000.00,520000000.00,560000000.00,610000000.00,470000000.00,420000000.00,30154950.00,30559050.00,30718350.00,30726900.00,110000000.00,480000000.00,380000000.00,150000000.00,500000000.00,500000000.00,530000000.00,200000000.00,200000000.00,200000000.00,0,0,0,0,354000000.00,387000000.00,328000000.00,299000000.00,33000000.00,0,0,0,0,0,0,50000000.00,144000000.00,128000000.00,83000000.00,79000000.00,5000000.00,5000000.00,188000000.00,188000000.00,10500000.00,31500000.00,127850000.00,112850000.00,199000000.00,104500000.00,0,107600000.00,0,166320000.00,0,93200000.00,0,0,0,0,0,0,0,0,0,0.0
65,其他流动负债,0.00,0.00,0.00,11355946.32,0.00,13748698.73,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4941486.53,10047109.03,0,0,0,0.0
66,流动负债合计,44186575097.34,42435115072.91,40409356928.44,38822662618.31,36099093380.48,31653616108.24,8243348784.64,8852483795.80,7010603450.15,8047943270.23,7617219690.50,7198327045.59,7120956475.49,6370171449.61,5340033297.76,6334883253.70,6612534208.12,5334197867.11,4395856054.60,5084865327.62,3998663722.95,2904798348.88,3339253546.96,5450915371.41,4488798200.72,3647361066.39,3578628944.15,3470464924.97,2643313492.13,2934689605.49,2026930618.83,3141725045.79,4569329120.91,3299822901.91,2904184486.34,3794114496.11,3432366233.79,3672303432.23,3344936345.17,3170736810.73,2964312118.79,2954188315.66,2799478065.44,3308663498.18,3277134857.13,3475621489.26,3514653075.86,3526149801.74,2837484161.89,3011684378.85,2709085109.41,2621583164.42,2004356021.47,1685272352.96,1662718971.09,1966435265.34,1881239081.35,1815069637.90,1788863050.46,1772312670.61,1675886822.73,1780181913.66,1927197542.86,1427644520.23,1514454269.21,1412490796.28,1369408858.46,1427672235.00,1197779266.02,1387529616.44,1426310832.30,1562345264.51,1699446570.33,1707289892.08,1671387335.47,1415672685.15,1543948688.16,1415510009.49,1345099784.21,1211563901.13,1041736454.68,1040953352.82,890572574.92,878106060.89,1051426035.07,682043482.44,551381060.00,309994068.59,274692690.38,231654374.06,150753357.83,394518335.74,51703273.94,37255696.67,35876424.59,25954971.94,0.0
67,非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,长期借款,9835971782.31,11150833174.97,9605370192.33,10623502676.81,8879318935.95,10440941746.60,3484699794.00,3401736627.84,3083566741.96,2866598055.54,2882240137.11,2926567282.44,2902708348.95,3003798130.38,2790978873.79,1740277362.95,734064529.56,715000000.00,638750000.00,502500000.00,446250000.00,390000000.00,303750000.00,202500000.00,206250000.00,45000000.00,48750000.00,52500000.00,281250000.00,247000000.00,810000000.00,1061000000.00,990500000.00,1105000000.00,1105000000.00,1285000000.00,1025000000.00,1440000000.00,1460000000.00,1210000000.00,1030000000.00,900730500.00,950743550.00,850761550.00,860755700.00,730000000.00,680000000.00,650000000.00,870000000.00,750000000.00,750000000.00,680000000.00,430000000.00,430000000.00,430000000.00,150000000.00,100000000.00,180000000.00,209000000.00,295000000.00,288000000.00,288000000.00,288000000.00,224000000.00,224000000.00,224000000.00,136000000.00,84000000.00,100000000.00,150000000.00,138000000.00,202000000.00,128000000.00,5000000.00,5000000.00,193000000.00,193000000.00,25000000.00,45000000.00,37000000.00,129500000.00,0,120200000.00,0,108580000.00,0,215900000.00,0,169625000.00,33805000.00,17881000.00,0,8000000.00,6000000.00,0,6000000.00,0.0
69,应付债券,2600000000.00,2000000000.00,2000000000.00,2000000000.00,2000000000.00,0,0,0,0.00,0.00,0.00,500000000.00,500000000.00,500000000.00,500000000.00,500000000.00,500000000.00,500000000.00,500000000.00,500000000.00,500000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1500000000.00,1500000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,1000000000.00,500000000.00,500000000.00,500000000.00,500000000.00,500000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
70,租赁负债,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
71,长期应付职工薪酬,17855283.54,9879018.95,9307201.19,8601542.08,8453796.94,8473396.82,8101476.00,7925270.98,7510737.45,7812251.20,7699503.95,7834292.62,7418027.84,8040908.94,7624553.64,6503598.63,5994817.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
72,长期应付款(合计),104945987.87,112332814.85,107728535.29,106400409.56,107252288.62,13698083.03,12680819.53,11151717.77,11593252.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
